"","ID","score1"
"1210",1210,"83"
"1211",1211,"58"
"1212",1212,"58"
"1213",1213,"58"
"1214",1214,"100"
"1215",1215,"54"
"1216",1216,"54"
"1217",1217,"58"
"1218",1218,"100"
"1219",1219,"58"
"1220",1220,"58"
"1221",1221,"69"
"1222",1222,"100"
"1223",1223,"58"
"1224",1224,"88"
"1225",1225,"83"
"1226",1226,"100"
"1227",1227,"83"
"1228",1228,"58"
"1229",1229,"58"
"1230",1230,"58"
"1231",1231,"54"
"1232",1232,"54"
"1233",1233,"73"
"1234",1234,"58"
"1235",1235,"54"
"1236",1236,"54"
"1237",1237,"58"
"1238",1238,"54"
"1239",1239,"58"
"1240",1240,"73"
"1241",1241,"69"
"1242",1242,"54"
"1243",1243,"58"
"1244",1244,"54"
"1245",1245,"35"
"1246",1246,"58"
"1247",1247,"54"
"1248",1248,"58"
"1249",1249,"83"
"1250",1250,"100"
"1251",1251,"58"
"1252",1252,"54"
"1253",1253,"35"
"1254",1254,"58"
"1255",1255,"58"
"1256",1256,"35"
"1257",1257,"100"
"1258",1258,"58"
"1259",1259,"58"
"1260",1260,"58"
"1261",1261,"96"
"1262",1262,"44"
"1263",1263,"73"
"1264",1264,"58"
"1265",1265,"58"
"1266",1266,"25"
"1267",1267,"35"
"1268",1268,"58"
"1269",1269,"35"
"1270",1270,"54"
"1271",1271,"58"
"1272",1272,"58"
"1273",1273,"54"
"1274",1274,"58"
"1275",1275,"69"
"1276",1276,"25"
"1277",1277,"35"
"1278",1278,"58"
"1279",1279,"58"
"1280",1280,"54"
"1281",1281,"100"
"1282",1282,"58"
"1283",1283,"58"
"1284",1284,"35"
"1285",1285,"44"
"1286",1286,"58"
"1287",1287,"73"
"1288",1288,"35"
"1289",1289,"58"
"1290",1290,"58"
"1291",1291,"35"
"1292",1292,"54"
"1293",1293,"83"
"1294",1294,"58"
"1295",1295,"100"
"1296",1296,"35"
"1297",1297,"25"
"1298",1298,"54"
"1299",1299,"100"
"1300",1300,"58"
"1301",1301,"100"
"1302",1302,"25"
"1303",1303,"40"
"1304",1304,"54"
"1305",1305,"44"
"1306",1306,"100"
"1307",1307,"58"
"1308",1308,"25"
"1309",1309,"58"
"1310",1310,"25"
"1311",1311,"58"
"1312",1312,"54"
"1313",1313,"35"
"1314",1314,"100"
"1315",1315,"25"
"1316",1316,"100"
"1317",1317,"58"
"1318",1318,"96"
"1319",1319,"58"
"1320",1320,"54"
"1321",1321,"44"
"1322",1322,"25"
"1323",1323,"100"
"1324",1324,"58"
"1325",1325,"58"
"1326",1326,"35"
"1327",1327,"54"
"1328",1328,"100"
"1329",1329,"100"
"1330",1330,"73"
"1331",1331,"58"
"1332",1332,"100"
"1333",1333,"35"
"1334",1334,"100"
"1335",1335,"25"
"1336",1336,"54"
"1337",1337,"58"
"1338",1338,"35"
"1339",1339,"58"
"1340",1340,"35"
"1341",1341,"100"
"1342",1342,"58"
"1343",1343,"96"
"1344",1344,"96"
"1345",1345,"96"
"1346",1346,"58"
"1347",1347,"100"
"1348",1348,"54"
"1349",1349,"96"
"1350",1350,"100"
"1351",1351,"100"
"1352",1352,"35"
"1353",1353,"58"
"1354",1354,"96"
"1355",1355,"83"
"1356",1356,"35"
"1357",1357,"35"
"1358",1358,"58"
"1359",1359,"100"
"1360",1360,"25"
"1361",1361,"58"
"1362",1362,"58"
"1363",1363,"83"
"1364",1364,"35"
"1365",1365,"54"
"1366",1366,"35"
"1367",1367,"96"
"1368",1368,"96"
"1369",1369,"54"
"1370",1370,"58"
"1371",1371,"35"
"1372",1372,"54"
"1373",1373,"83"
"1374",1374,"35"
"1375",1375,"96"
"1376",1376,"40"
"1377",1377,"40"
"1378",1378,"35"
"1379",1379,"100"
"1380",1380,"40"
"1381",1381,"83"
"1382",1382,"35"
"1383",1383,"40"
"1384",1384,"100"
"1385",1385,"25"
"1386",1386,"35"
"1387",1387,"25"
"1388",1388,"100"
"1389",1389,"25"
"1390",1390,"69"
"1391",1391,"96"
"1392",1392,"100"
"1393",1393,"100"
"1394",1394,"96"
"1395",1395,"35"
"1396",1396,"25"
"1397",1397,"69"
"1398",1398,"40"
"1399",1399,"25"
"1400",1400,"96"
"1401",1401,"96"
"1402",1402,"100"
"1403",1403,"69"
"1404",1404,"35"
"1405",1405,"40"
"1406",1406,"25"
"1407",1407,"25"
"1408",1408,"100"
"1409",1409,"96"
"1410",1410,"40"
"1411",1411,"25"
"1412",1412,"96"
"1413",1413,"35"
"1414",1414,"100"
"1415",1415,"25"
"1416",1416,"58"
"1417",1417,"40"
"1418",1418,"25"
"1419",1419,"100"
"1420",1420,"58"
"1421",1421,"25"
"1422",1422,"25"
"1423",1423,"25"
"1424",1424,"96"
"1425",1425,"100"
"1426",1426,"25"
"1427",1427,"58"
"1428",1428,"96"
"1429",1429,"96"
"1430",1430,"96"
"1431",1431,"25"
"1432",1432,"40"
"1433",1433,"25"
"1434",1434,"96"
"1435",1435,"23"
"1436",1436,"25"
"1437",1437,"25"
"1438",1438,"40"
"1439",1439,"25"
"1440",1440,"25"
"1441",1441,"96"
"1442",1442,"83"
"1443",1443,"23"
"1444",1444,"25"
"1445",1445,"25"
"1446",1446,"40"
"1447",1447,"25"
"1448",1448,"25"
"1449",1449,"25"
"1450",1450,"23"
